l_dist_mm,r_dist_mm,timestamp
-18941,-19676,242.154
-18932,-19684,242.249
-18924,-19691,242.344
-18914,-19700,242.439
-18905,-19709,242.534
-18895,-19718,242.628
-18886,-19727,242.723
-18877,-19736,242.818
-18868,-19746,242.913
-18858,-19755,243.007
-18849,-19765,243.102
-18839,-19774,243.197
-18830,-19784,243.292
-18821,-19793,243.387
-18811,-19802,243.482
-18802,-19812,243.576
-18793,-19821,243.671
-18784,-19831,243.766
-18775,-19840,243.861
-18765,-19850,243.956
-18756,-19859,244.050
-18747,-19869,244.145
-18737,-19878,244.240
-18728,-19888,244.335
-18718,-19897,244.429
-18709,-19907,244.524
-18700,-19916,244.619
-18690,-19926,244.714
-18681,-19935,244.809
-18672,-19945,244.903
-18662,-19954,244.998
-18653,-19964,245.093
-18645,-19971,245.188
-18640,-19976,245.282
-18637,-19979,245.377
-18634,-19981,245.472
-18632,-19983,245.567
-18631,-19983,245.662
-18631,-19983,245.753
-18631,-19983,245.837
-18631,-19983,245.921
-18631,-19983,246.005
-18631,-19983,246.090
-18631,-19983,246.174
-18631,-19983,246.258
-18631,-19983,246.342
-18631,-19983,246.429
-18633,-19988,246.529
-18639,-19996,246.634
-18649,-20009,246.744
-18663,-20026,246.854
-18679,-20045,246.965
-18698,-20064,247.075
-18718,-20085,247.186
-18738,-20106,247.296
-18759,-20128,247.406
-18781,-20149,247.517
-18801,-20170,247.627
-18821,-20191,247.738
-18842,-20212,247.848
-18865,-20234,247.959
-18887,-20255,248.069
-18910,-20277,248.179
-18932,-20299,248.290
-18954,-20320,248.400
-18976,-20342,248.511
-18998,-20364,248.621
-19020,-20386,248.732
-19042,-20407,248.842
-19064,-20429,248.953
-19085,-20451,249.063
-19107,-20473,249.174
-19129,-20495,249.284
-19151,-20517,249.394
-19171,-20539,249.505
-19193,-20560,249.615
-19215,-20583,249.725
-19237,-20604,249.836
-19258,-20626,249.946
-19280,-20648,250.057
-19302,-20670,250.167
-19324,-20692,250.278
-19346,-20714,250.388
-19369,-20736,250.498
-19391,-20758,250.609
-19412,-20779,250.719
-19433,-20801,250.829
-19455,-20823,250.940
-19477,-20844,251.050
-19499,-20866,251.161
-19522,-20888,251.271
-19543,-20910,251.381
-19566,-20932,251.492
-19588,-20954,251.602
-19609,-20974,251.713
-19633,-20991,251.823
-19662,-21007,251.934
-19692,-21021,252.044
-19723,-21035,252.154
-19754,-21047,252.265
-19786,-21059,252.375
-19819,-21071,252.486
-19851,-21082,252.596
-19883,-21093,252.706
-19916,-21104,252.817
-19946,-21118,252.927
-19973,-21134,253.038
-19998,-21151,253.148
-20023,-21171,253.259
-20046,-21190,253.369
-20070,-21211,253.480
-20093,-21232,253.590
-20116,-21253,253.700
-20139,-21274,253.811
-20162,-21296,253.921
-20184,-21318,254.032
-20205,-21340,254.142
-20226,-21362,254.253
-20248,-21383,254.363
-20270,-21405,254.473
-20292,-21427,254.584
-20314,-21449,254.694
-20336,-21472,254.805
-20358,-21493,254.915
-20380,-21515,255.026
-20401,-21537,255.136
-20421,-21559,255.246
-20442,-21582,255.357
-20462,-21606,255.467
-20479,-21634,255.578
-20495,-21662,255.688
-20509,-21692,255.799
-20522,-21723,255.909
-20534,-21755,256.019
-20546,-21787,256.130
-20558,-21819,256.240
-20568,-21851,256.351
-20580,-21884,256.461
-20591,-21916,256.571
-20603,-21949,256.682
-20614,-21982,256.792
-20625,-22014,256.903
-20636,-22046,257.013
-20646,-22079,257.123
-20656,-22112,257.234
-20668,-22145,257.344
-20678,-22178,257.455
-20689,-22210,257.565
-20700,-22242,257.675
-20713,-22273,257.786
-20729,-22300,257.896
-20747,-22326,258.007
-20765,-22351,258.117
-20784,-22374,258.227
-20805,-22398,258.338
-20825,-22420,258.448
-20847,-22444,258.559
-20868,-22466,258.669
-20890,-22488,258.780
-20911,-22510,258.890
-20933,-22532,259.000
-20955,-22554,259.111
-20978,-22574,259.221
-21004,-22592,259.332
-21032,-22608,259.442
-21061,-22622,259.553
-21092,-22636,259.663
-21124,-22648,259.773
-21155,-22662,259.884
-21187,-22673,259.994
-21212,-22681,260.099
-21230,-22687,260.205
-21244,-22692,260.310
-21254,-22694,260.410
-21261,-22696,260.510
-21265,-22696,260.610
-21268,-22696,260.710
-21270,-22696,260.805
-21271,-22696,260.899
-21271,-22696,260.994
-21271,-22696,261.085
-21271,-22696,261.175
-21271,-22696,261.264
-21271,-22696,261.354
-21271,-22696,261.439
-21271,-22696,261.523
-21271,-22696,261.608
-21271,-22696,261.688
-21271,-22696,261.767
-21271,-22696,261.847
-21271,-22696,261.927
-21271,-22696,262.005
-21271,-22696,262.084
-21271,-22696,262.163
-21271,-22696,262.242
-21271,-22696,262.321
-21271,-22696,262.401
-21270,-22695,262.488
-21267,-22692,262.577
-21261,-22685,262.675
-21251,-22674,262.775
-21238,-22660,262.876
-21223,-22646,262.976
-21206,-22629,263.076
-21189,-22610,263.176
-21170,-22591,263.276
-21151,-22572,263.375
-21132,-22552,263.475
-21112,-22532,263.576
-21092,-22512,263.676
-21072,-22492,263.776
-21052,-22472,263.876
-21033,-22452,263.976
-21013,-22433,264.075
-20993,-22413,264.175
-20973,-22393,264.276
-20953,-22373,264.376
-20933,-22353,264.476
-20913,-22334,264.576
-20894,-22314,264.676
-20874,-22295,264.775
-20854,-22275,264.875
-20834,-22255,264.976
-20815,-22236,265.076
-20801,-22222,265.176
-20792,-22213,265.267
-20785,-22207,265.357
-20780,-22203,265.447
-20777,-22201,265.536
-20775,-22199,265.626
-20774,-22199,265.715
-20773,-22197,265.805
-20773,-22197,265.888
-20772,-22197,265.967
-20772,-22197,266.047
-20772,-22197,266.125
-20772,-22197,266.205
-20772,-22197,266.284
-20772,-22197,266.363
-20772,-22197,266.442
-20772,-22197,266.521
-20772,-22197,266.601
-20772,-22197,266.680
-20772,-22197,266.759
-20772,-22197,266.838
-20772,-22197,266.917
-20772,-22197,266.996
-20772,-22197,267.076
-20772,-22197,267.155
-20772,-22197,267.234
-20772,-22197,267.313
-20772,-22197,267.392
-20772,-22197,267.471
-20772,-22197,267.551
-20772,-22197,267.630
-20772,-22197,267.710
-20773,-22196,267.805
-20775,-22192,267.900
-20777,-22187,267.995
-20782,-22182,268.089
-20787,-22174,268.184
-20795,-22167,268.279
-20802,-22158,268.374
-20811,-22149,268.468
-20819,-22142,268.563
-20824,-22136,268.658
-20828,-22133,268.753
-20830,-22131,268.847
-20832,-22129,268.942
-20833,-22128,269.037
-20834,-22127,269.128
-20834,-22127,269.212
-20834,-22127,269.297
-20834,-22127,269.381
-20834,-22127,269.465
-20834,-22127,269.550
-20834,-22127,269.634
-20834,-22127,269.717
-20834,-22127,269.797
-20834,-22127,269.876
-20834,-22127,269.963
-20838,-22129,270.063
-20847,-22135,270.167
-20860,-22146,270.278
-20877,-22160,270.388
-20895,-22176,270.499
-20915,-22194,270.609
-20936,-22214,270.720
-20957,-22234,270.830
-20978,-22255,270.940
-21000,-22277,271.051
-21021,-22298,271.161
-21042,-22320,271.272
-21064,-22342,271.382
-21086,-22364,271.492
-21108,-22386,271.603
-21129,-22408,271.713
-21151,-22429,271.824
-21173,-22451,271.934
-21194,-22474,272.045
-21214,-22496,272.155
-21235,-22517,272.265
-21258,-22539,272.376
-21280,-22561,272.486
-21302,-22583,272.597
-21324,-22605,272.707
-21346,-22626,272.817
-21368,-22648,272.928
-21390,-22671,273.038
-21413,-22693,273.149
-21434,-22714,273.259
-21456,-22735,273.370
-21478,-22757,273.480
-21500,-22778,273.590
-21522,-22800,273.701
-21544,-22822,273.811
-21565,-22843,273.922
-21587,-22865,274.032
-21609,-22887,274.142
-21631,-22909,274.253
-21652,-22931,274.363
-21674,-22953,274.474
-21696,-22975,274.584
-21718,-22997,274.694
-21739,-23018,274.805
-21761,-23040,274.915
-21783,-23062,275.026
-21805,-23084,275.136
-21827,-23106,275.246
-21848,-23128,275.357
-21870,-23150,275.467
-21892,-23172,275.578
-21914,-23193,275.688
-21935,-23215,275.799
-21957,-23237,275.909
-21979,-23259,276.019
-22000,-23281,276.130
-22020,-23303,276.240
-22041,-23324,276.351
-22065,-23347,276.461
-22087,-23369,276.571
-22108,-23390,276.682
-22130,-23411,276.792
-22153,-23433,276.903
-22175,-23455,277.025
-22197,-23476,277.124
-22220,-23498,277.234
-22241,-23520,277.345
-22262,-23541,277.455
-22284,-23563,277.565
-22306,-23585,277.676
-22327,-23607,277.786
-22349,-23628,277.897
-22370,-23650,278.007
-22392,-23672,278.118
-22416,-23695,278.228
-22444,-23723,278.339
-22477,-23757,278.449
-22512,-23792,278.559
-22551,-23831,278.670
-22591,-23871,278.780
-22631,-23913,278.891
-22673,-23955,279.001
-22716,-23997,279.111
-22760,-24041,279.222
-22803,-24084,279.332
-22845,-24128,279.443
-22888,-24171,279.553
-22932,-24215,279.664
-22976,-24259,279.774
-23020,-24302,279.884
-23064,-24346,279.995
-23108,-24389,280.105
-23152,-24433,280.216
-23195,-24476,280.326
-23238,-24520,280.436
-23282,-24564,280.547
-23326,-24608,280.657
-23370,-24651,280.768
-23413,-24695,280.878
-23457,-24738,280.988
-23501,-24782,281.099
-23545,-24826,281.209
-23588,-24870,281.320
-23631,-24914,281.430
-23674,-24958,281.540
-23719,-25002,281.651
-23762,-25045,281.761
-23807,-25089,281.872
-23851,-25132,281.982
-23894,-25176,282.092
-23938,-25219,282.203
-23980,-25262,282.313
-24024,-25306,282.424
-24068,-25350,282.534
-24111,-25393,282.645
-24156,-25438,282.755
-24199,-25481,282.865
-24243,-25525,282.976
-24287,-25569,283.086
-24331,-25612,283.197
-24375,-25656,283.307
-24417,-25700,283.418
-24460,-25744,283.528
-24504,-25788,283.638
-24548,-25831,283.749
-24592,-25875,283.859
-24636,-25919,283.970
-24680,-25962,284.080
-24723,-26005,284.191
-24766,-26049,284.301
-24810,-26092,284.411
-24854,-26136,284.522
-24897,-26180,284.632
-24941,-26224,284.743
-24984,-26267,284.853
-25027,-26311,284.964
-25071,-26354,285.074
-25115,-26399,285.185
-25159,-26442,285.295
-25201,-26486,285.405
-25244,-26530,285.516
-25289,-26573,285.626
-25333,-26617,285.736
-25377,-26661,285.847
-25422,-26704,285.957
-25465,-26748,286.068
-25509,-26791,286.178
-25552,-26835,286.288
-25595,-26878,286.399
-25640,-26923,286.509
-25683,-26966,286.620
-25721,-27003,286.730
-25751,-27032,286.841
-25770,-27051,286.951
-25783,-27064,287.072
-25791,-27072,287.161
-25796,-27077,287.261
-25800,-27081,287.361
-25802,-27083,287.462
-25803,-27083,287.562
-25804,-27083,287.661
-25804,-27083,287.761
-25804,-27083,287.853
-25804,-27083,287.943
-25804,-27083,288.032
-25804,-27083,288.122
-25805,-27083,288.212
-25805,-27083,288.301
-25805,-27083,288.391
-25805,-27083,288.472
-25805,-27083,288.551
-25805,-27083,288.630
-25805,-27083,288.709
-25805,-27083,288.788
-25805,-27083,288.868
-25805,-27083,288.947
-25805,-27083,289.026
-25805,-27083,289.105
-25805,-27083,289.184
-25805,-27083,289.264
-25805,-27083,289.342
-25805,-27083,289.422
-25805,-27083,289.501
-25805,-27083,289.580
-25805,-27083,289.659
-25805,-27083,289.739
-25805,-27083,289.818
-25805,-27083,289.897
-25805,-27083,289.976
-25805,-27083,290.055
-25805,-27083,290.134
-25805,-27083,290.213
-25805,-27083,290.293
-25805,-27083,290.372
-25805,-27083,290.451
-25805,-27083,290.530
-25805,-27083,290.610
-25805,-27083,290.688
-25805,-27083,290.768
-25805,-27083,290.847
-25805,-27083,290.926
-25805,-27083,291.005
-25805,-27083,291.084
-25805,-27083,291.164
-25805,-27083,291.243
-25805,-27083,291.322
-25805,-27083,291.401
-25805,-27083,291.480
-25805,-27083,291.559
-25805,-27083,291.639
-25805,-27083,291.718
-25805,-27083,291.797
-25805,-27083,291.876
-25805,-27083,291.955
-25805,-27083,292.034
-25805,-27083,292.113
-25805,-27083,292.193
-25805,-27083,292.272
-25805,-27083,292.351
-25805,-27083,292.430
-25805,-27083,292.510
-25805,-27083,292.588
-25805,-27083,292.668
-25805,-27083,292.747
-25805,-27083,292.826
-25805,-27083,292.905
-25805,-27083,292.984
-25805,-27083,293.064
-25805,-27083,293.143
-25805,-27083,293.222
-25805,-27083,293.301
-25805,-27083,293.380
-25805,-27083,293.459
-25805,-27083,293.539
-25805,-27083,293.618
-25805,-27083,293.697
-25805,-27083,293.776
-25805,-27083,293.855
-25805,-27083,293.934
-25805,-27083,294.014
-25805,-27083,294.093
-25805,-27083,294.172
-25805,-27083,294.251
-25805,-27083,294.330
-25805,-27083,294.410
-25805,-27083,294.488
-25805,-27083,294.568
-25805,-27083,294.647
-25805,-27083,294.726
-25805,-27083,294.805
-25805,-27083,294.885
-25805,-27083,294.963
-25805,-27083,295.043
-25805,-27083,295.122
-25805,-27083,295.201
-25805,-27083,295.280
-25805,-27083,295.359
-25805,-27083,295.439
-25804,-27083,295.522
-25804,-27086,295.617
-25803,-27090,295.712
-25799,-27096,295.807
-25795,-27103,295.901
-25789,-27109,295.996
-25782,-27117,296.091
-25774,-27126,296.186
-25766,-27136,296.280
-25756,-27146,296.381
-25747,-27156,296.481
-25737,-27165,296.582
-25727,-27174,296.682
-25717,-27184,296.783
-25707,-27194,296.883
-25696,-27204,296.984
-25686,-27215,297.096
-25675,-27225,297.185
-25665,-27235,297.285
-25654,-27245,297.386
-25644,-27255,297.486
-25634,-27265,297.587
-25625,-27274,297.687
-25615,-27283,297.787
-25605,-27293,297.888
-25595,-27303,297.989
-25584,-27313,298.089
-25574,-27322,298.190
-25564,-27332,298.290
-25555,-27341,298.390
-25545,-27351,298.491
-25535,-27360,298.591
-25525,-27370,298.692
-25515,-27380,298.793
-25505,-27389,298.893
-25495,-27400,298.994
-25485,-27408,299.094
-25477,-27417,299.194
-25467,-27427,299.296
-25457,-27437,299.397
-25447,-27446,299.497
-25437,-27456,299.597
-25427,-27466,299.698
-25416,-27476,299.799
-25408,-27484,299.899
-25402,-27489,300.000
-25398,-27493,300.100
-25395,-27495,300.200
-25394,-27496,300.301
-25393,-27497,300.401
-25392,-27497,300.500
-25392,-27497,300.601
-25392,-27497,300.701
-25392,-27497,300.802
-25392,-27497,300.902
-25392,-27497,301.002
-25392,-27497,301.103
-25392,-27497,301.204
-25392,-27497,301.303
-25392,-27497,301.405
-25392,-27497,301.507
-25394,-27496,301.607
-25397,-27493,301.708
-25402,-27488,301.809
-25408,-27481,301.909
-25415,-27474,302.010
-25423,-27465,302.115
-25432,-27457,302.210
-25441,-27448,302.311
-25451,-27438,302.411
-25461,-27429,302.512
-25471,-27419,302.612
-25481,-27409,302.713
-25491,-27398,302.813
-25499,-27389,302.914
-25508,-27382,303.014
-25518,-27372,303.115
-25528,-27362,303.215
-25537,-27352,303.316
-25547,-27342,303.417
-25556,-27332,303.517
-25566,-27323,303.617
-25576,-27313,303.718
-25587,-27304,303.818
-25597,-27294,303.919
-25608,-27284,304.019
-25619,-27274,304.119
-25629,-27265,304.220
-25640,-27255,304.321
-25650,-27245,304.421
-25659,-27236,304.522
-25669,-27226,304.622
-25678,-27216,304.723
-25688,-27206,304.823
-25698,-27196,304.923
-25708,-27186,305.024
-25718,-27175,305.124
-25729,-27165,305.225
-25739,-27155,305.325
-25749,-27145,305.426
-25759,-27135,305.526
-25768,-27125,305.627
-25778,-27116,305.727
-25788,-27107,305.828
-25798,-27097,305.928
-25808,-27087,306.029
-25818,-27077,306.129
-25828,-27068,306.230
-25838,-27058,306.330
-25848,-27049,306.431
-25858,-27039,306.531
-25868,-27029,306.632
-25878,-27020,306.732
-25888,-27010,306.833
-25898,-27000,306.933
-25908,-26991,307.034
-25918,-26981,307.146
-25928,-26971,307.235
-25938,-26961,307.335
-25948,-26952,307.436
-25958,-26942,307.536
-25968,-26932,307.637
-25975,-26923,307.737
-25984,-26913,307.837
-25993,-26902,307.938
-26002,-26893,308.039
-26011,-26884,308.139
-26021,-26874,308.240
-26033,-26865,308.340
-26044,-26855,308.440
-26054,-26845,308.541
-26065,-26835,308.642
-26076,-26825,308.742
-26086,-26815,308.843
-26096,-26805,308.943
-26106,-26795,309.043
-26116,-26785,309.144
-26127,-26774,309.244
-26137,-26764,309.345
-26147,-26754,309.446
-26156,-26746,309.546
-26166,-26736,309.646
-26176,-26726,309.747
-26187,-26716,309.847
-26197,-26707,309.948
-26206,-26697,310.048
-26216,-26687,310.148
-26226,-26677,310.249
-26236,-26667,310.350
-26245,-26657,310.450
-26255,-26647,310.551
-26265,-26637,310.651
-26275,-26627,310.752
-26285,-26617,310.852
-26295,-26607,310.952
-26305,-26597,311.053
-26315,-26587,311.154
-26324,-26577,311.254
-26334,-26567,311.354
-26343,-26557,311.455
-26353,-26546,311.555
-26362,-26536,311.656
-26372,-26525,311.756
-26382,-26515,311.857
-26392,-26505,311.957
-26402,-26495,312.058
-26412,-26485,312.167
-26422,-26475,312.259
-26431,-26465,312.359
-26441,-26455,312.459
-26451,-26445,312.560
-26460,-26435,312.661
-26470,-26425,312.761
-26480,-26415,312.862
-26490,-26405,312.962
-26500,-26395,313.062
-26510,-26385,313.163
-26520,-26374,313.263
-26530,-26364,313.364
-26540,-26354,313.465
-26550,-26344,313.565
-26559,-26334,313.665
-26569,-26325,313.766
-26576,-26318,313.866
-26581,-26313,313.967
-26585,-26309,314.067
-26587,-26307,314.168
-26589,-26305,314.268
-26590,-26305,314.369
-26591,-26305,314.467
-26591,-26304,314.568
-26591,-26303,314.668
-26591,-26303,314.769
-26591,-26303,314.869
-26591,-26304,314.973
-26596,-26307,315.073
-26606,-26314,315.180
-26620,-26325,315.290
-26637,-26339,315.400
-26656,-26357,315.511
-26675,-26375,315.621
-26695,-26395,315.732
-26717,-26415,315.842
-26738,-26436,315.953
-26759,-26457,316.063
-26780,-26479,316.173
-26799,-26501,316.284
-26819,-26524,316.394
-26842,-26545,316.505
-26865,-26568,316.615
-26887,-26590,316.725
-26909,-26611,316.836
-26931,-26633,316.946
-26953,-26654,317.057
-26975,-26676,317.219
-26998,-26698,317.278
-27019,-26720,317.388
-27041,-26741,317.498
-27063,-26763,317.609
-27084,-26784,317.719
-27106,-26806,317.830
-27128,-26828,317.940
-27149,-26850,318.051
-27170,-26871,318.161
-27192,-26894,318.271
-27214,-26916,318.382
-27236,-26938,318.492
-27257,-26960,318.603
-27279,-26982,318.713
-27302,-27004,318.823
-27323,-27026,318.934
-27345,-27047,319.044
-27367,-27069,319.155
-27389,-27091,319.265
-27410,-27113,319.375
-27433,-27135,319.486
-27455,-27157,319.596
-27476,-27179,319.707
-27499,-27200,319.817
-27520,-27222,319.928
-27542,-27245,320.038
-27564,-27266,320.148
-27586,-27288,320.259
-27606,-27310,320.369
-27627,-27331,320.480
-27647,-27351,320.590
-27661,-27364,320.699
-27670,-27372,320.798
-27676,-27378,320.898
-27680,-27381,320.998
-27683,-27383,321.098
-27684,-27385,321.199
-27685,-27386,321.299
-27686,-27387,321.398
-27687,-27387,321.488
-27687,-27387,321.578
-27687,-27387,321.667
-27687,-27387,321.757
-27687,-27387,321.847
-27687,-27387,321.936
-27687,-27387,322.025
-27687,-27387,322.107
-27687,-27387,322.259
-27687,-27387,322.260
-27687,-27387,322.265
-27687,-27387,322.344
-27687,-27387,322.424
-27687,-27387,322.503
-27687,-27387,322.582
-27687,-27387,322.661
-27687,-27387,322.740
-27687,-27387,322.819
-27687,-27387,322.898
-27687,-27387,322.978
-27687,-27387,323.057
-27687,-27387,323.143
-27690,-27386,323.238
-27694,-27383,323.333
-27700,-27379,323.428
-27706,-27373,323.522
-27714,-27367,323.617
-27722,-27360,323.712
-27731,-27352,323.807
-27740,-27344,323.902
-27749,-27335,323.997
-27759,-27325,324.091
-27766,-27318,324.186
-27771,-27313,324.281
-27775,-27310,324.376
-27778,-27308,324.470
-27778,-27306,324.565
-27779,-27306,324.660
-27779,-27306,324.749
-27779,-27306,324.833
-27780,-27304,324.931
-27781,-27304,325.032
-27782,-27304,325.135
-27786,-27307,325.236
-27793,-27313,325.338
-27805,-27322,325.448
-27819,-27336,325.559
-27836,-27351,325.669
-27856,-27369,325.780
-27876,-27388,325.890
-27896,-27408,326.000
-27918,-27429,326.111
-27939,-27450,326.221
-27959,-27471,326.332
-27980,-27493,326.442
-28002,-27514,326.553
-28023,-27535,326.663
-28043,-27557,326.773
-28065,-27578,326.884
-28086,-27600,326.994
-28108,-27622,327.105
-28130,-27645,327.626
-28152,-27645,327.626
-28152,-27667,327.627
-28174,-27667,327.627
-28174,-27689,327.627
-28196,-27689,327.627
-28196,-27711,327.627
-28217,-27711,327.627
-28217,-27734,327.657
-28240,-27756,327.767
-28262,-27778,327.878
-28284,-27800,327.988
-28306,-27822,328.099
-28329,-27843,328.209
-28350,-27865,328.319
-28371,-27885,328.430
-28393,-27908,328.540
-28414,-27930,328.651
-28436,-27952,328.761
-28459,-27974,328.872
-28480,-27995,328.982
-28501,-28016,329.092
-28524,-28038,329.203
-28546,-28061,329.313
-28568,-28083,329.424
-28591,-28105,329.534
-28613,-28127,329.645
-28634,-28148,329.755
-28656,-28170,329.865
-28677,-28190,329.976
-28692,-28206,330.086
-28703,-28216,330.188
-28710,-28223,330.288
-28715,-28227,330.388
-28718,-28229,330.488
-28720,-28231,330.588
-28721,-28232,330.688
-28723,-28233,330.788
-28723,-28233,330.882
-28723,-28233,330.972
-28723,-28233,331.061
-28723,-28233,331.151
-28723,-28233,331.240
-28723,-28233,331.330
-28723,-28233,331.419
-28723,-28233,331.505
-28723,-28233,331.584
-28723,-28233,331.663
-28723,-28233,331.742
-28723,-28233,331.822
-28723,-28233,331.901
-28723,-28233,331.980
-28723,-28233,332.059
-28723,-28233,332.138
-28723,-28233,332.217
-28723,-28233,332.297
-28723,-28233,332.376
-28723,-28233,332.455
-28723,-28233,332.534
-28723,-28233,332.613
-28723,-28233,332.693
-28723,-28233,332.773
-28723,-28233,332.874
-28723,-28233,332.976
-28724,-28232,333.078
-28728,-28231,333.178
-28733,-28226,333.279
-28739,-28221,333.379
-28746,-28215,333.480
-28755,-28208,333.581
-28763,-28200,333.681
-28773,-28191,333.781
-28782,-28182,333.882
-28792,-28172,333.982
-28802,-28162,334.083
-28812,-28152,334.184
-28821,-28142,334.284
-28831,-28132,334.384
-28841,-28122,334.485
-28851,-28112,334.585
-28861,-28102,334.686
-28870,-28092,334.786
-28880,-28082,334.887
-28890,-28072,334.987
-28900,-28062,335.088
-28910,-28052,335.188
-28919,-28042,335.288
-28929,-28032,335.389
-28939,-28022,335.490
-28947,-28013,335.590
-28953,-28007,335.691
-28957,-28003,335.791
-28960,-28000,335.891
-28962,-27998,335.992
-28964,-27997,336.093
-28964,-27996,336.191
-28964,-27996,336.291
-28964,-27996,336.392
-28964,-27996,336.492
-28964,-27996,336.593
-28964,-27996,336.693
-28964,-27996,336.794
-28964,-27996,336.895
-28964,-27996,336.994
-28964,-27996,337.094
-28964,-27996,337.195
-28964,-27996,337.387
-28964,-27996,337.387
-28964,-27996,337.396
-28964,-27996,337.496
-28964,-27996,337.596
-28964,-27996,337.697
-28964,-27996,337.798
-28964,-27996,337.898
-28964,-27996,337.998
-28964,-27996,338.099
-28964,-27996,338.199
-28964,-27996,338.300
-28964,-27996,338.400
-28964,-27996,338.501
-28964,-27996,338.601
-28964,-27996,338.703
-28964,-27996,338.803
-28964,-27996,338.904
-28964,-27996,339.004
-28964,-27996,339.108
-28963,-27997,339.209
-28960,-28001,339.309
-28955,-28006,339.410
-28948,-28014,339.510
-28941,-28022,339.611
-28933,-28030,339.711
-28924,-28039,339.811
-28915,-28049,339.912
-28906,-28058,340.013
-28896,-28067,340.113
-28887,-28077,340.213
-28879,-28084,340.314
-28873,-28090,340.414
-28868,-28094,340.515
-28866,-28096,340.615
-28864,-28097,340.716
-28863,-28098,340.817
-28862,-28099,340.915
-28861,-28100,341.015
-28861,-28100,341.119
-28862,-28104,341.219
-28868,-28113,341.322
-28880,-28127,341.433
-28895,-28142,341.543
-28912,-28160,341.654
-28931,-28179,341.764
-28951,-28199,341.874
-28971,-28220,341.985
-28992,-28241,342.095
-29013,-28262,342.206
-29033,-28284,342.423
-29055,-28284,342.423
-29055,-28305,342.427
-29077,-28327,342.537
-29098,-28349,342.647
-29121,-28371,342.758
-29142,-28393,342.868
-29163,-28414,342.979
-29184,-28436,343.089
-29205,-28458,343.199
-29227,-28480,343.310
-29250,-28502,343.420
-29271,-28524,343.531
-29293,-28546,343.641
-29316,-28568,343.752
-29337,-28590,343.862
-29359,-28613,343.972
-29382,-28634,344.083
-29404,-28655,344.193
-29426,-28677,344.304
-29448,-28699,344.414
-29469,-28721,344.524
-29491,-28743,344.635
-29512,-28765,344.745
-29529,-28781,344.856
-29539,-28791,344.960
-29546,-28798,345.060
-29552,-28804,345.160
-29555,-28807,345.260
-29557,-28809,345.360
-29559,-28810,345.459
-29560,-28812,345.560
-29561,-28812,345.655
-29562,-28813,345.745
-29562,-28814,345.837
-29562,-28817,345.932
-29558,-28822,346.026
-29555,-28828,346.121
-29550,-28835,346.216
-29543,-28843,346.311
-29536,-28852,346.406
-29528,-28861,346.500
-29519,-28870,346.595
-29512,-28878,346.690
-29507,-28883,346.785
-29504,-28887,346.879
-29501,-28889,346.974
-29500,-28890,347.069
-29499,-28890,347.164
-29499,-28890,347.252
-29499,-28890,347.410
-29499,-28890,347.410
-29499,-28890,347.421
-29499,-28890,347.505
-29499,-28890,347.590
-29499,-28890,347.674
-29500,-28892,347.774
-29504,-28899,347.874
-29511,-28911,347.984
-29522,-28926,348.095
-29537,-28942,348.205
-29554,-28961,348.316
-29574,-28982,348.426
-29594,-29003,348.536
-29615,-29024,348.647
-29636,-29045,348.757
-29658,-29067,348.868
-29679,-29088,348.978
-29701,-29109,349.089
-29723,-29131,349.199
-29744,-29153,349.309
-29767,-29174,349.420
-29789,-29195,349.530
-29811,-29217,349.641
-29832,-29239,349.751
-29855,-29260,349.861
-29877,-29283,349.972
-29898,-29305,350.082
-29920,-29326,350.193
-29942,-29349,350.303
-29964,-29370,350.413
-29985,-29392,350.524
-30006,-29413,350.634
-30028,-29436,350.745
-30050,-29458,350.855
-30072,-29480,350.966
-30094,-29502,351.076
-30115,-29523,351.186
-30138,-29545,351.297
-30160,-29567,351.407
-30182,-29589,351.518
-30204,-29611,351.628
-30226,-29632,351.739
-30248,-29654,351.849
-30269,-29676,351.959
-30290,-29698,352.070
-30313,-29720,352.180
-30334,-29742,352.291
-30355,-29763,352.401
-30377,-29785,352.511
-30399,-29807,352.622
-30421,-29829,352.732
-30442,-29850,352.843
-30464,-29872,352.953
-30482,-29889,353.064
-30495,-29901,353.170
-30503,-29909,353.270
-30509,-29914,353.370
-30513,-29917,353.470
-30515,-29920,353.570
-30516,-29921,353.669
-30517,-29922,353.770
-30518,-29922,353.867
-30518,-29922,353.957
-30518,-29922,354.047
-30518,-29922,354.136
-30518,-29922,354.226
-30518,-29922,354.316
-30518,-29922,354.405
-30518,-29922,354.494
-30518,-29922,354.574
-30518,-29922,354.653
-30518,-29922,354.732
-30518,-29922,354.811
-30518,-29922,354.890
-30518,-29922,354.970
-30518,-29922,355.049
-30518,-29922,355.128
-30518,-29922,355.207
-30518,-29922,355.286
-30518,-29922,355.365
-30518,-29922,355.445
-30518,-29922,355.524
-30518,-29922,355.603
-30518,-29922,355.682
-30518,-29922,355.761
-30518,-29922,355.841
-30518,-29922,355.919
-30518,-29922,355.999
-30518,-29922,356.078
-30518,-29922,356.157
-30518,-29922,356.236
-30518,-29922,356.315
-30518,-29922,356.395
-30518,-29922,356.493
-30518,-29922,356.594
-30518,-29922,356.694
-30518,-29922,356.795
-30518,-29922,356.895
-30518,-29922,356.996
-30518,-29922,357.096
-30518,-29922,357.196
-30518,-29922,357.297
-30518,-29922,357.397
