compx,compy,compz,accelx,accely,accelz,gyrox,gyroy,gyroz,temp,baro,timestamp
0.435000,0.069700,0.223400,-0.186000,-0.005000,-9.697000,0.000864,-0.002758,0.001005,30.200000,83.997000,1559172036.739209
0.435000,0.072000,0.224700,-0.181000,-0.011000,-9.692000,0.000802,-0.002165,0.003081,30.200000,84.013000,1559172036.845085
0.436000,0.069700,0.223300,-0.176000,-0.016000,-9.674000,0.000960,-0.001525,0.002336,30.200000,83.997000,1559172036.939598
0.436000,0.074300,0.223300,-0.182000,-0.007000,-9.667000,0.000991,-0.001157,0.002762,30.200000,84.000000,1559172037.046706
0.437100,0.073100,0.228700,-0.228000,0.014000,-9.711000,0.000010,-0.001473,0.002257,30.200000,83.997000,1559172037.140052
0.435000,0.069700,0.226100,-0.166000,0.009000,-9.700000,0.000973,-0.001430,0.002669,30.200000,84.000000,1559172037.247086
0.436000,0.072000,0.222000,-0.182000,0.007000,-9.675000,0.001240,-0.003020,0.003654,30.200000,83.997000,1559172037.340396
0.433900,0.072000,0.220700,-0.174000,-0.002000,-9.639000,-0.000290,-0.002431,0.001849,30.200000,84.013000,1559172037.446208
0.436000,0.068600,0.224700,-0.170000,-0.001000,-9.708000,0.000450,-0.001001,0.002787,30.200000,84.000000,1559172037.540706
0.436000,0.075400,0.224700,-0.187000,-0.025000,-9.693000,0.001248,-0.002452,0.002901,30.200000,84.010000,1559172037.647849
0.433900,0.073100,0.222100,-0.183000,-0.023000,-9.699000,0.001425,-0.001094,0.001978,30.200000,84.000000,1559172037.739836
0.436000,0.073100,0.223300,-0.185000,-0.014000,-9.656000,0.001688,-0.001769,0.001622,30.200000,84.000000,1559172037.845705
0.436000,0.073100,0.223300,-0.193000,-0.018000,-9.706000,0.001055,-0.001818,0.001938,30.200000,84.000000,1559172037.938956
0.436000,0.070900,0.223300,-0.171000,0.004000,-9.685000,0.002677,-0.002342,0.001870,30.200000,84.000000,1559172038.046122
0.434900,0.072000,0.223400,-0.176000,0.024000,-9.712000,0.006326,0.000574,0.004227,30.200000,84.013000,1559172038.139394
0.437100,0.072000,0.221900,-0.159000,-0.156000,-9.764000,0.036347,-0.016651,0.001155,30.200000,84.000000,1559172038.247763
0.437100,0.072000,0.226000,-0.071000,-0.254000,-9.733000,0.003746,-0.003583,-0.000908,30.200000,84.000000,1559172038.341013
0.436000,0.073100,0.223300,-0.236000,-0.027000,-9.564000,0.033238,-0.014990,0.005865,30.200000,83.988000,1559172038.446830
0.437100,0.072000,0.221900,-0.185000,0.097000,-9.755000,0.008789,-0.005678,0.004497,30.200000,84.000000,1559172038.538829
